"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender"
"16892",254,"2018-10-03 17:25:40.9660","2018-10-03 17:29:55.8280",46,"Christian Science Plaza - Massachusetts Ave at Westland Ave",42.3436658245146,-71.0858237743378,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3988,"Subscriber",1994,1
"16917",671,"2018-10-03 17:27:27.5780","2018-10-03 17:38:39.5330",35,"Arch St at Franklin St",42.3553350194126,-71.0582291708306,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3195,"Subscriber",1980,1
"17044",1128,"2018-10-03 17:34:07.4520","2018-10-03 17:52:55.5520",190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3281,"Subscriber",1985,1
"17716",670,"2018-10-03 18:16:42.5250","2018-10-03 18:27:52.6180",155,"Huntington Ave at Mass Art (former)",42.3365190930439,-71.0989692435578,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3873,"Subscriber",1993,2
"17767",627,"2018-10-03 18:20:27.6870","2018-10-03 18:30:55.0180",58,"Mugar Way at Beacon St",42.3555362848971,-71.0728687047958,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2948,"Subscriber",1986,1
"17856",876,"2018-10-03 18:26:49.5630","2018-10-03 18:41:26.1070",24,"Seaport Square - Seaport Blvd at Northern Ave",42.3514819346086,-71.0443608462811,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3605,"Subscriber",1988,1
"17869",805,"2018-10-03 18:27:51.6670","2018-10-03 18:41:17.3790",75,"Lafayette Square at Mass Ave / Main St / Columbia St",42.3634646930435,-71.1005732417107,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2046,"Subscriber",1986,1
"17872",500,"2018-10-03 18:28:10.5140","2018-10-03 18:36:30.6470",152,"Ink Block - Harrison Ave at Herald St",42.345901,-71.063187,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,4199,"Subscriber",1992,1
"18002",900,"2018-10-03 18:40:25.5890","2018-10-03 18:55:26.4260",59,"Chinatown Gate Plaza",42.351356,-71.059367,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2385,"Customer",1994,1
"18104",639,"2018-10-03 18:49:04.8510","2018-10-03 18:59:44.7730",50,"Boylston St at Berkeley St",42.3511419825475,-71.0732924938202,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2747,"Subscriber",1997,1
"18108",398,"2018-10-03 18:49:29.4640","2018-10-03 18:56:08.2930",50,"Boylston St at Berkeley St",42.3511419825475,-71.0732924938202,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3298,"Subscriber",1985,1
"18301",235,"2018-10-03 19:08:13.0670","2018-10-03 19:12:08.1460",39,"Washington St at Rutland St",42.338514601786,-71.0740408301353,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3731,"Subscriber",1993,1
"18320",1605,"2018-10-03 19:09:53.1650","2018-10-03 19:36:38.9760",57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2747,"Customer",1969,0
"18374",469,"2018-10-03 19:15:21.4580","2018-10-03 19:23:10.8490",21,"Prudential Center - Belvedere St",42.3465200399841,-71.0806577654512,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2616,"Subscriber",1963,2
"18379",460,"2018-10-03 19:15:38.0160","2018-10-03 19:23:18.3980",21,"Prudential Center - Belvedere St",42.3465200399841,-71.0806577654512,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3605,"Subscriber",1952,1
"18394",299,"2018-10-03 19:16:32.6450","2018-10-03 19:21:31.7450",16,"Back Bay T Stop - Dartmouth St at Stuart St",42.3480741231744,-71.0765701532364,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3112,"Subscriber",1987,1
"18430",940,"2018-10-03 19:18:58.3920","2018-10-03 19:34:38.5130",76,"Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St",42.366426,-71.105495,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,4212,"Subscriber",1988,1
"18456",780,"2018-10-03 19:21:47.8490","2018-10-03 19:34:48.2120",54,"Tremont St at West St",42.354979,-71.063348,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2644,"Subscriber",1987,2
"18457",239,"2018-10-03 19:21:48.4360","2018-10-03 19:25:47.6990",12,"Ruggles T Stop - Columbus Ave at Melnea Cass Blvd",42.3362444479688,-71.0879856348038,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2696,"Subscriber",1996,1
"18480",949,"2018-10-03 19:24:39.1780","2018-10-03 19:40:29.1200",306,"Blue Hill Ave at Southwood St (former)",42.31784,-71.07796,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3873,"Subscriber",1998,2
"18495",451,"2018-10-03 19:26:37.6380","2018-10-03 19:34:08.8650",16,"Back Bay T Stop - Dartmouth St at Stuart St",42.3480741231744,-71.0765701532364,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2838,"Subscriber",1995,2
"18556",311,"2018-10-03 19:34:59.8220","2018-10-03 19:40:11.7190",13,"Boston Medical Center - E Concord St at Harrison Ave",42.336437,-71.073089,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2345,"Subscriber",1992,1
